Zip,Median,Pop
12581,67132,2361
12582,94916,4049
12583,64982,2304
12585,82278,774
12586,65019,11348
12589,72921,13881
12590,77749,33400
12592,45834,1286
12594,69058,4047
12601,47533,42242
12603,79125,40048
12604,78448,542
12701,33985,11376
12719,51122,1076
12720,55659,214
12721,63712,5779
12722,58125,179
12723,54346,1893
12724,52182,264
12725,29960,170
12726,57405,1183
12729,47321,1949
12732,51416,817
12733,47339,1023
12734,40170,840
12736,59650,150
12737,48011,1471
12738,54998,345
12740,7836,302
12741,59650,304
12742,40440,209
12743,51428,370
12745,53498,156
12746,47337,930
12747,45286,1727
12748,53103,2154
12749,43952,394
12750,53598,199
12751,40625,458
12752,57917,177
12754,34529,6715
12758,49840,4142
12759,39992,1751
12760,46657,543
12762,48411,435
12763,47838,872
12764,56077,1664
12766,52323,477
12767,59650,101
12768,31233,911
12769,59519,275
12770,48011,274
12771,49523,13856
12775,61901,1538
12776,50438,2166
12777,61667,772
12778,55638,694
12779,48039,1889
12780,45682,2255
12781,59519,309
12783,48571,1901
12784,61901,58
12785,52585,1056
12786,51985,579
12787,48763,345
12788,38736,3053
12789,44265,1652
12790,59068,4289
12791,52045,652
12792,51523,254
12801,42849,14370
12803,54188,7036
12804,63476,23957
12808,51848,335
12809,61667,3373
12810,44853,644
12811,40391,117
12812,44135,160
12814,57500,1519
12815,51932,905
12816,51268,4634
12817,43495,2146
12819,41800,398
12821,51361,2022
12822,50199,5788
12823,56316,201
12824,56503,755
12827,53801,3826
12828,49862,8455
12831,69188,14408
12832,47353,7035
12833,56188,4053
12834,56801,6548
12835,45845,2647
12836,51346,697
12837,43877,812
12838,62500,563
12839,44140,12046
12841,41800,129
12842,44135,1260
12843,40391,608
12844,51997,236
12845,58345,4974
12846,56574,3167
12847,55223,730
12849,44874,322
12850,56452,2249
12851,45583,348
12852,45583,481
12853,41815,1655
12855,45424,282
12856,40391,221
12857,45069,496
12858,42594,47
12859,59588,2009
12860,45549,1154
12861,41800,644
12862,40391,27
12864,44135,47
12865,50658,3562
12866,62848,34669
12870,42657,1678
12871,58494,3627
12872,42594,11
12873,50316,741
12874,51932,179
12878,44853,675
12883,35619,5138
12884,52531,360
12885,39201,4710
12886,40391,389
12887,44733,5899
12901,42031,27169
12903,49040,88
12910,41858,2464
12911,38688,35
12912,53583,2114
12913,50310,994
12914,38618,919
12916,39771,2028
12917,42055,1334
12918,55377,2269
12919,50833,2995
12920,43228,2670
12921,54792,2405
12922,38922,61
12923,44556,625
12924,38688,141
12926,40693,2054
12927,38922,272
12928,53369,2115
12929,45750,4127
12930,37519,614
12932,50674,1372
12933,44556,1
12934,44556,1028
12935,43206,1852
12936,47662,618
12937,38559,1529
12939,53875,167
12941,51623,1286
12942,51438,611
12943,51438,450
12944,18527,1951
12945,39164,669
12946,46443,5079
12950,47625,710
12952,46629,600
12953,41765,16245
12955,44837,390
12956,40169,1495
12957,39957,1626
12958,40944,1806
12959,40944,1344
12960,40169,1141
12961,40169,101
12962,57226,5499
12964,51438,188
12965,41528,465
12966,40074,2853
12967,41503,1035
12969,47227,451
12970,53514,1237
12972,52344,5688
12973,38922,146
12974,40169,1523
12976,53875,238
12977,44738,2197
12978,56516,416
12979,50833,2362
12980,37956,1385
12981,56506,2369
12983,44646,6975
12985,54981,1056
12986,47141,6326
12987,51568,152
12989,53875,1074
12992,61377,4586
12993,50337,1719
12996,45105,1955
12997,49960,1128
12998,40169,532
13020,68947,132
13021,45135,40004
13024,28147,1707
13026,54743,1874
13027,65388,29215
13028,48667,1394
13029,65747,5704
13030,55319,3963
13031,61986,15105
13032,49863,11983
13033,50344,3957
13034,55034,2038
13035,68722,8013
13036,49542,8510
13037,57807,8710
13039,72496,14777
13040,47119,2754
13041,77707,9758
13042,50755,2383
13044,48773,2630
13045,43715,28939
13051,88438,155
13052,47994,1677
13053,61020,4239
13054,52631,1558
13057,52353,14986
13060,65452,2913
13061,54998,1069
13062,64375,181
13063,77096,1887
13064,45500,106
13066,80707,12290
13068,57048,5463
13069,41522,25186
13071,54130,1048
13072,47520,1158
13073,56656,6322
13074,40712,4704
13076,56596,2148
13077,56566,6786
13078,81789,8291
13080,61588,3687
13081,54130,1101
13082,57000,4931
13083,31286,1273
13084,65525,4338
13087,50448,145
13088,50364,21965
13090,67537,30795
13092,54162,2553
13101,50954,2457
13102,54483,98
13103,51488,325
13104,85107,14502
13108,62228,6133
13110,63869,2413
13111,45146,1738
13112,67888,1951
13113,52324,322
13114,49305,6487
13115,63611,249
13116,65356,3351
13117,53255,235
13118,54913,6646
13120,31029,1962
13122,73236,994
13123,52761,339
13124,47591,135
13126,46877,36649
13131,47507,4001
13132,52344,4313
13134,52194,118
13135,52952,6507
13136,47591,529
13138,88438,44
13140,46281,4652
13141,55740,680
13142,43950,6553
13143,42890,3315
13144,16585,541
13145,44201,1857
13146,46399,2601
13147,59678,1194
13148,47508,10808
13152,75256,8068
13153,65197,359
13155,47591,613
13156,45376,2273
13157,52761,913
13158,47785,1937
13159,65006,5317
13160,56087,1920
13162,52631,448
13163,59250,334
13164,70876,1492
13165,46563,10840
13166,49303,5992
13167,49801,3399
13202,14319,5360
13203,29509,15250
13204,25653,20508
13205,29466,19967
13206,41095,16681
13207,42722,14811
13208,29888,21502
13209,47372,13433
13210,23759,27631
13211,43048,6460
13212,53848,21246
13214,64411,9101
13215,71865,14187
13219,59601,15773
13224,57498,8993
13301,45500,119
13302,28337,974
13303,56928,1248
13304,67171,1762
13305,43906,268
13308,52157,3708
13309,45957,5981
13310,52315,541
13312,35695,373
13313,42760,630
13314,40588,324
13315,46975,1379
13316,48719,6648
13317,49256,3862
13318,47563,1405
13319,68210,874
13320,12567,550
13321,48666,1202
13322,56313,1127
13323,58077,10653
13324,49447,1971
13325,41719,976
13326,30550,3371
13327,10248,495
13328,54729,1210
13329,42081,3744
13331,44767,271
13332,47787,2344
13334,53327,1315
13335,48221,1545
13337,54158,833
13338,46149,1231
13339,41769,6681
13340,44687,7976
13341,65450,86
13342,48221,149
13343,41786,1687
13345,36345,205
13346,50724,5791
13348,44838,1447
13350,33416,9869
13352,68897,79
13353,44048,151
13354,63653,3264
13355,46007,810
13357,46032,11535
13360,55473,407
13361,42152,743
13362,51696,24
13363,52255,2631
13364,40588,298
13365,41327,8977
13367,40891,7887
13368,38613,1184
13402,48336,1511
13403,60112,7460
13404,44702,179
13406,49327,806
13407,41705,5505
13408,54199,3793
13409,52460,2355
13410,40929,185
13411,45389,3358
13413,60097,15990
13415,48221,99
13416,49321,2128
13417,41780,3196
13418,40588,255
13420,44767,1383
13421,46963,13513
13424,1810,75
13425,51435,1970
13428,40929,1646
13431,49872,1945
13433,38452,1772
13435,68897,317
13436,55473,126
13437,4376,54
13438,53038,3960
13439,42447,3690
13440,48746,44190
13441,6191,4
13450,12308,32
13452,37346,4548
13454,49375,822
13456,59809,4206
13459,1575,68
13460,46640,4440
13461,61649,3152
13464,47399,1288
13469,62267,781
13470,42683,763
13471,42166,3478
13472,44767,241
13473,42157,810
13475,45943,17
13476,53340,3037
13477,51523,1329
13478,53221,3331
13480,50139,3626
13483,45414,225
13484,54648,200
13485,42448,1179
13486,58327,885
13488,45772,134
13489,42287,680
13490,65096,1571
13491,47523,3752
13492,61500,11500
13493,23572,1105
13494,46250,389
13495,38315,2253
13501,32334,35933
13502,41948,33124
13601,43349,37131
13602,35767,4456
13603,35813,7653
13605,53015,4430
13606,55471,2597
13607,41639,2074
13608,45192,1712
13612,48618,2668
13613,39291,2518
13614,46528,272
13615,61382,1159
13616,44791,2261
13617,23377,4743
13618,50734,3071
13619,42094,10778
13620,42526,2134
13621,50359,671
13622,51866,2246
13623,44395,28
13624,49804,4462
13625,49187,1940
13626,46772,2294
13628,39787,228
13630,40506,1297
13633,43274,333
13634,53876,3753
13635,44206,1143
13636,41908,301
13637,41278,3851
13638,48696,347
13639,38922,285
13640,43266,285
13641,49783,79
13642,43269,10301
13643,43950,35
13646,45238,2228
13647,49187,7
13648,34173,1826
13650,47761,1396
13651,50750,124
13652,39069,1613
13654,47853,2424
13655,43334,2990
13656,46113,2521
13658,45115,2379
13659,45830,603
13660,46167,1972
13661,41945,1666
13662,41521,16686
13664,46528,460
13665,41070,819
13666,38922,270
13667,39116,3373
13668,42071,3306
13669,39235,17597
13670,38922,499
13672,48104,474
13673,41289,2389
13674,41908,137
13675,40981,105
13676,32177,16585
13678,37224,154
13679,42649,1726
13680,49695,1263
13681,42303,792
13682,60212,861
13684,43707,1021
13685,52861,2118
13687,49187,466
13690,38922,957
13691,44593,2671
13692,49783,37
13693,51531,418
13694,46404,1415
13695,38922,33
13696,39140,84
13697,39399,2137
13730,40727,2782
13731,37629,1180
13732,68092,8485
13733,45377,5377
13734,45346,2256
13736,49365,2270
13739,45128,852
13740,841,10
13743,49207,3708
13744,57534,1191
13746,49413,2465
13748,52546,4141
13750,48712,1075
13751,48271,175
13752,42048,754
13753,40380,4450
13754,39121,3410
13755,41804,1200
13756,36827,610
13757,49975,1072
13760,51402,44106
13774,36743,252
13775,49693,1811
13776,45958,469
13777,51003,770
13778,46606,6100
13780,47021,1045
13782,39141,775
13783,36908,2633
13784,54745,175
13786,48359,477
13787,49477,3672
13788,5062,92
13790,41872,19409
13794,46793,105
13795,50905,3755
13796,6373,165
13797,47320,2214
13801,47580,1399
13802,52411,721
13803,49013,4064
13804,37775,423
13806,50740,150
13807,43976,1403
13808,45999,1768
13809,46325,1675
13810,29719,788
13811,49223,4495
13812,44466,2392
13813,47681,1017
13815,37838,14100
13820,34282,17871
13825,4225,326
13826,47246,77
13827,53975,11896
13830,47180,5022
13832,47306,718
13833,46989,4427
13834,44806,174
13835,49550,1482
13838,41935,4542
13839,40776,1485
13841,47874,543
13842,35741,355
13843,44740,1963
13844,47303,900
13845,44466,85
13846,50779,244
13847,37775,58
13849,44817,4755
13850,63876,21791
13856,39563,6598
13859,45900,190
13860,48271,95
13861,32391,322
13862,47793,4403
13863,46828,675
13864,50233,1155
13865,46996,6511
13901,43719,20038
13902,78247,4900
13903,46183,19198
13904,41447,9535
13905,36817,27737
14001,54057,9287
14004,42247,9307
14005,56689,1874
14006,54350,10775
14008,49826,1506
14009,46903,5758
14011,53940,8105
14012,47926,2537
14013,43662,1785
14020,41262,23194
14024,45703,1730
14025,62469,2966
14026,83709,653
14028,52951,1590
14030,54156,1521
14031,68540,8935
14032,84415,5397
14033,65753,2190
14034,46039,4523
14035,52792,108
14036,51534,5334
14037,53047,1032
14039,57917,117
14040,57135,2159
14041,45650,183
14042,41954,4159
14043,50187,26663
14047,62217,6803
14048,36106,15963
14051,100528,18115
14052,56013,15120
14054,60754,1339
14055,54056,1640
14057,62805,8440
14058,51764,2319
14059,71080,8670
14060,47215,498
14061,54688,304
14062,46479,3443
14063,42016,14422
14065,47789,1884
14066,46001,1358
14067,51793,5305
14068,74113,5723
14069,59609,928
14070,39446,6802
14072,77733,18623
14075,65166,41797
14080,63094,4493
14081,46472,3055
14082,57557,498
14085,81212,5723
14086,67559,28889
14091,47309,1165
14092,58574,11138
14094,50985,50641
14098,44836,2925
14101,40939,2059
14103,40440,11494
14105,45749,4628
14108,49986,5971
14109,48571,1347
14111,49745,3204
14112,68066,85
14113,56138,752
14120,52522,43140
14125,51146,3818
14126,53145,510
14127,80904,28362
14129,43915,1756
14130,45726,275
14131,56257,5277
14132,62959,5900
14134,56901,101
14135,56887,163
14136,47119,5322
14138,45836,2012
14139,54570,2167
14141,44355,7781
14143,61088,1190
14145,55206,1795
14150,46638,44756
14167,54814,1707
14168,45646,42
14169,50064,81
14170,76017,2276
14171,46074,2117
14172,54186,3182
14173,39583,431
14174,62904,5757
14201,20512,13553
14202,26963,4027
14203,20209,1184
14204,18371,9977
14206,33847,22991
14207,26253,22986
14208,25206,13349
14209,35969,8205
14210,31853,16623
14211,24889,29664
14212,24113,15343
14213,19121,23309
14214,35784,18126
14215,28968,39927
14216,47453,23633
14217,46301,24765
14218,31054,18095
14219,43442,12437
14220,44893,26426
14221,74419,51623
14222,29683,11213
14223,53893,23796
14224,54838,40653
14225,45634,35048
14226,57540,29349
14227,50838,24689
14228,43245,16422
14301,23498,14247
14302,22750,120
14303,26198,6926
14304,45605,30838
14305,24090,15249
14411,46472,14421
14414,56636,6445
14415,40055,116
14416,58969,3872
14418,46204,1306
14420,51719,19580
14422,58573,2567
14423,52056,4992
14424,53453,24767
14425,59630,9486
14427,49379,2013
14428,65993,7527
14432,54966,6018
14433,43377,4809
14435,7801,380
14437,44691,12172
14441,46691,331
14445,51754,8075
14450,77142,40834
14454,42503,10239
14456,46567,20413
14462,57318,643
14464,59287,7810
14466,50428,1672
14467,65834,8857
14468,65059,16741
14469,59238,6280
14470,53517,9074
14471,45942,2671
14472,85758,7829
14475,60714,223
14476,63278,2368
14477,63358,1737
14478,61485,1399
14479,45134,112
14480,59568,667
14481,57384,1912
14482,52826,8557
14485,55559,4579
14486,45500,286
14487,58384,5858
14489,41531,7432
14502,61722,9414
14504,46702,1443
14505,55172,5598
14506,112691,1289
14507,45769,1324
14510,47873,5013
14511,61462,568
14512,47521,4659
14513,46263,14569
14514,57692,4403
14516,51302,2525
14517,44514,2850
14519,67230,10843
14521,44827,2955
14522,52819,9089
14525,59242,2898
14526,73106,19584
14527,46598,12817
14529,42057,13
14530,46592,7595
14532,64563,4286
14533,45776,2007
14534,93605,29833
14536,45322,674
14537,51406,191
14539,45500,158
14541,54908,2036
14542,51019,75
14543,80051,3197
14544,50490,1990
14545,52066,162
14546,61562,4940
14548,49608,4139
14549,50167,60
14550,46374,1584
14551,46867,5725
14555,56069,1279
14559,66915,16342
14560,20187,931
14561,57105,2953
14564,62071,7496
14568,70393,6138
14569,44503,6528
14571,54538,1222
14572,35045,4334
14580,72609,43542
14585,60714,7
14586,61215,6687
14588,47387,605
14589,52125,7728
14590,44267,5505
14591,57424,1802
14592,45500,80
14604,11709,1665
14605,18461,14505
14606,39514,29186
14607,35417,16210
14608,21868,12934
14609,40070,43372
14610,61794,14572
14611,26261,18809
14612,57827,34351
14613,30634,14613
14614,11709,915
14615,39101,16481
14616,49118,28383
14617,58469,22909
14618,72476,22006
14619,42325,15169
14620,28442,18758
14621,25181,36144
14622,51655,12276
14623,50352,26970
14624,62452,37935
14625,70491,11226
14626,58266,29012
14701,35340,38250
14706,46810,6441
14707,40974,225
14708,40499,149
14709,39411,1471
14710,45338,3812
14711,42250,1775
14712,44863,3400
14714,42654,501
14715,40537,2913
14716,39364,3645
14717,42482,731
14718,47124,2362
14719,45468,3626
14720,48955,763
14721,40497,216
14722,46855,206
14723,46668,1335
14724,40324,2464
14726,45362,2046
14727,41516,5540
14728,47556,1115
14729,46289,967
14731,41725,1720
14732,45338,181
14733,46087,4078
14735,43228,2660
14736,43143,320
14737,42067,4297
14738,51284,3811
14739,39179,2947
14740,42448,1576
14741,42839,2009
14742,45790,275
14743,47253,1834
14744,43945,2201
14747,45278,2375
14748,24777,389
14750,44354,4545
14752,44219,196
14753,41877,1206
14754,40497,680
14755,43625,2976
14756,45790,108
14757,46893,3628
14760,41749,20350
14767,43149,2045
14769,39325,1040
14770,43526,3101
14772,44367,4228
14774,40497,134
14775,42869,2721
14777,42818,732
14778,42049,1124
14779,7393,1297
14781,41194,2144
14782,45415,2424
14783,14351,114
14784,48431,1023
14787,34886,5529
14788,44643,145
14801,43882,5372
14802,45634,3902
14803,45057,1270
14804,30779,1040
14805,44529,1213
14806,43283,2375
14807,37758,2523
14808,49028,628
14809,45277,2582
14810,38763,12316
14812,46480,3823
14813,38377,2476
14814,68009,1864
14815,46594,936
14816,64803,466
14817,53622,2127
14818,54382,1756
14819,45237,797
14820,44690,765
14821,45095,3346
14822,2558,67
14823,49293,3929
14824,44839,706
14825,50321,929
14826,48289,2260
14827,52176,175
14830,44722,19504
14836,39408,903
14837,47048,5364
14838,47781,2083
14839,39157,818
14840,49201,3348
14841,53087,909
14842,46922,918
14843,38969,13368
14845,55275,20134
14846,42869,775
14847,42785,2375
14850,51505,62786
14853,136766,173
14854,62857,15
14855,39640,894
14856,38714,159
14858,51030,1558
14859,48239,1074
14860,39283,1078
14861,51056,1561
14864,49809,1340
14865,42212,2674
14867,47378,5490
14869,44087,1450
14870,50791,9269
14871,54708,5260
14872,50978,497
14873,42334,2521
14874,46799,265
14877,39177,492
14878,54333,742
14879,43826,2228
14880,36451,1800
14881,53826,137
14882,62501,3746
14883,50602,3891
14884,2156,13
14885,39157,776
14886,56815,6607
14889,44987,1526
14891,46375,4483
14892,43272,8354
14893,49815,18
14894,59107,2063
14895,38784,10114
14897,41336,901
14898,40814,1492
14901,18754,11764
14903,44161,7540
14904,37441,16933
14905,48996,8377
15001,49624,35062
15003,39158,12682
15004,44028,218
15005,63009,9629
15006,59172,238
15007,71691,303
15009,54197,15286
15010,44791,29686
15012,34703,11856
15014,39949,3566
15015,111930,1164
15017,55632,15437
15018,54824,746
15019,45496,1859
15020,44201,292
15021,49783,7924
15022,34738,11378
15024,57494,9089
15025,49377,17084
15026,60914,3327
15027,43216,2366
15028,43527,150
15030,43113,1000
15031,79383,493
15033,28287,5770
15034,45362,1950
15035,41293,2381
15037,50931,11960
15038,58544,391
15042,55389,8111
15043,59124,2715
15044,84957,22906
15045,38482,4932
15046,56133,2337
15047,47170,79
15049,42114,945
15050,58973,2486
15051,70931,540
15052,50070,3735
15053,44028,141
15054,44028,425
15055,58962,1252
15056,37132,1159
15057,56854,11905
15059,37014,4801
15060,46917,835
15061,49359,13478
15062,29776,8692
15063,44397,12423
15064,69886,486
15065,40427,12067
15066,41860,13771
15067,35271,2293
15068,45023,41737
15071,66849,7638
15072,38851,116
15074,42889,9597
15075,68142,89
15076,62215,789
15077,59770,219
15078,44028,565
15081,47171,535
15082,82000,317
15083,50700,929
15084,42420,10571
15085,64297,7908
15086,122678,262
15087,38851,278
15088,57188,568
15089,41925,7030
15090,110788,18195
15101,72551,23852
15102,64385,30660
15104,24093,11429
15106,48659,19291
15108,64014,38554
15110,22042,7307
15112,32940,3863
15116,65231,15151
15120,38757,20451
15122,46052,22027
15126,64366,7184
15129,63404,11634
15131,46296,8987
15132,26971,26040
15133,41268,6876
15135,47214,5342
15136,45550,22672
15137,39813,10912
15139,56327,6867
15140,36563,3660
15142,62487,631
15143,84267,17390
15144,43101,4656
15145,37455,8099
15146,58279,29469
15147,45266,19955
15148,28235,2884
15201,35900,13553
15202,45961,20840
15203,39541,9631
15204,32525,9611
15205,47441,22850
15206,39661,31493
15207,35639,13181
15208,37759,13271
15209,54616,12946
15210,31997,31279
15211,44086,12234
15212,35831,32013
15213,32228,28417
15214,37779,17486
15215,73585,13521
15216,48409,25703
15217,59637,25674
15218,48658,14878
15219,22397,19320
15220,51164,18174
15221,37425,35590
15222,42764,1928
15223,42694,7854
15224,30284,12408
15225,40759,1231
15226,47119,14982
15227,48094,29842
15228,78749,18029
15229,55734,14371
15232,45928,11693
15233,18602,3065
15234,56447,14405
15235,48687,38193
15236,55607,30298
15237,70890,41478
15238,101352,12675
15239,65031,20726
15241,106046,20864
15243,78580,13416
15260,15156,3
15301,47711,49931
15310,41432,339
15311,55797,1396
15312,52105,3886
15313,52604,346
15314,37552,3854
15315,40142,748
15316,44527,115
15317,71994,30733
15320,36010,5347
15321,58377,1671
15322,46340,2194
15323,48650,4784
15324,52604,690
15325,35678,354
15327,40142,1578
15329,49796,2073
15330,59155,4824
15331,31150,1086
15332,53099,7690
15333,49369,2277
15334,42317,101
15337,43146,844
15338,40437,1733
15340,63444,1466
15341,41727,975
15342,50689,4537
15344,43209,1698
15345,49890,1783
15346,45637,617
15347,55648,439
15348,50560,307
15349,43882,1874
15350,76125,518
15351,35678,974
15352,41928,1137
15353,45637,68
15357,40262,1702
15358,45575,837
15359,41432,172
15360,52303,1910
15361,63854,129
15362,44541,832
15363,64180,773
15364,44508,946
15366,46056,211
15367,97726,6143
15368,49964,535
15370,38748,15466
15376,48601,1792
15377,46720,815
15378,63854,134
15379,52348,143
15380,41432,901
15401,35957,35755
15410,30531,1065
15411,36337,624
15412,41875,519
15413,32049,568
15417,34185,8995
15419,32173,4203
15420,24956,223
15421,58074,125
15422,27305,138
15423,41357,1858
15424,37982,2661
15425,35335,21845
15427,48614,1307
15428,38578,1947
15429,45575,144
15430,34727,328
15431,32324,5206
15432,41875,409
15433,35942,961
15434,39805,361
15435,24963,550
15436,29728,2844
15437,57612,3075
15438,14341,804
15440,58074,365
15442,32621,2545
15443,28928,325
15444,35942,622
15445,42855,2964
15446,36062,347
15447,35942,164
15448,49241,266
15449,39087,89
15450,35942,405
15451,37856,927
15454,29107,253
15455,37115,254
15456,40874,3161
15458,29107,2596
15459,36724,1704
15460,37856,114
15461,29719,4687
15462,36062,307
15463,35942,94
15464,36165,1581
15466,46217,471
15467,37856,167
15468,32816,2742
15469,37020,2435
15470,48872,1070
15472,28351,373
15473,35360,4240
15474,37856,2189
15475,26523,1907
15476,29107,161
15477,39922,882
15478,34532,6907
15479,48019,2315
15480,38631,2275
15482,33214,431
15483,41875,556
15484,56226,456
15486,36611,2413
15489,38176,445
15490,41055,776
15492,33214,104
15501,36908,16790
15502,46038,88
15510,41004,1018
15520,43960,293
15521,43495,1842
15522,37904,12159
15530,38458,6117
15531,43803,4035
15532,37650,128
15533,37946,1388
15534,40339,910
15535,42788,2260
15536,42676,394
15537,41471,7875
15538,40571,820
15539,43866,528
15540,36690,342
15541,40291,4035
15542,42722,1237
15544,43960,241
15545,39491,2872
15546,43960,336
15547,43960,487
15550,41523,1768
15551,44627,937
15552,37489,6591
15554,43184,2606
15555,46038,40
15557,43068,3773
15558,37797,2283
15559,41689,1900
15560,46726,190
15561,46038,251
15562,37650,192
15563,40799,3665
15564,40571,51
15601,50614,58524
15610,48176,3955
15611,58016,427
15612,35267,536
15613,48340,14150
15615,50637,359
15616,50257,19
15617,62459,404
15618,44449,2660
15620,42678,814
15621,44352,25
15622,39252,1556
15623,53073,754
15624,52871,399
15625,53720,150
15626,54225,4838
15627,38910,6959
15628,45442,611
15629,36065,750
15631,42567,1096
15632,62605,8508
15633,52637,193
15634,63125,669
15635,54180,205
15636,75444,3404
15637,44942,2081
15638,51152,260
15639,42027,2254
15640,44661,416
15641,47102,512
15642,63181,43910
15644,46723,20068
15646,45442,200
15647,53188,330
15650,46757,28611
15655,49874,388
15656,50571,10596
15658,48741,9494
15660,50700,304
15661,39590,415
15662,54180,105
15663,44700,516
15665,63771,1429
15666,43242,17113
15668,82456,12751
15670,47514,3786
15671,43483,835
15672,46270,3235
15673,37169,1410
15675,43285,1083
15676,65295,295
15677,43315,455
15678,49871,466
15679,41582,3490
15680,45788,97
15681,44204,5180
15683,37627,8576
15684,50130,948
15686,41704,901
15687,45442,1472
15688,33450,572
15689,44352,196
15690,38889,9463
15691,62500,67
15692,66949,1018
15693,51152,111
15695,43942,348
15696,51152,431
15697,39518,3311
15698,44021,895
15701,35819,34080
15710,45013,286
15711,40955,449
15712,37643,166
15713,40725,274
15714,42449,5850
15715,40955,683
15716,46978,756
15717,41477,11199
15721,34417,281
15722,43571,2833
15723,55942,60
15724,38696,2708
15725,43480,1529
15727,45303,90
15728,46539,3949
15729,39309,1531
15730,42780,77
15731,40725,319
15732,50277,1663
15733,44069,146
15734,39309,342
15736,41399,576
15737,43060,104
15738,49889,247
15739,56607,501
15741,37643,103
15742,38879,1029
15744,42780,123
15745,45177,394
15746,37643,112
15747,46490,2219
15748,41364,7217
15750,46978,151
15752,43635,34
15753,34192,522
15754,40725,560
15756,45303,234
15757,32098,1847
15759,41797,3101
15760,49889,179
15761,45177,117
15762,48718,829
15764,42780,183
15765,47045,1686
15767,36562,14642
15770,42780,204
15771,39037,980
15772,39770,1809
15773,43060,479
15774,45973,3157
15775,42907,791
15776,42780,55
15777,39309,230
15778,42780,150
15779,43860,237
15780,42780,143
15781,44069,137
15783,45303,146
15784,42780,83
15801,42816,20592
15821,44265,180
15823,46191,1466
15824,40887,5412
15825,39899,9873
15827,44265,205
15828,43817,294
15829,39854,1257
15832,44405,404
15834,38768,5343
15840,38860,1946
15841,44265,399
15845,31814,3602
15846,45415,3801
15847,39975,289
15848,41150,921
15849,41509,1465
15851,36870,6627
15853,41142,7329
15856,41089,912
15857,46265,14595
15860,41803,1166
15861,44409,187
15863,40955,239
15864,42987,1864
15865,35066,1360
15866,41160,227
15868,44298,1413
15870,744,23
15901,20686,5427
15902,32277,13574
15904,43655,17093
15905,52106,22702
15906,29839,12340
15909,42619,5988
15920,38419,933
15921,44583,180
15922,38864,114
15923,39103,1960
15924,34659,1161
15925,45800,127
15926,37067,2802
15927,41392,1261
15928,52475,1995
15929,40596,42
15930,44890,241
15931,45844,9092
15934,44890,197
15935,48724,2900
15936,39115,1581
15937,52299,723
15938,44523,2614
15940,51584,3475
15942,47935,2311
15943,39476,4382
15944,40265,3545
15945,42875,231
15946,39360,7477
15948,41392,587
15949,42577,586
15951,44890,516
15952,44890,1459
15953,38786,36
15954,38338,2516
15955,44942,2934
15956,45457,2967
15957,43714,764
15958,44936,2436
15960,38864,593
15961,41212,969
15962,44583,167
15963,34961,11743
16001,41653,37766
16002,58790,16441
16020,46188,1019
16022,49944,380
16023,50676,4234
16024,59130,228
16025,45133,5005
16027,50792,289
16028,38426,2136
16029,49191,654
16030,46188,355
16033,60189,6242
16034,48838,2054
16035,38097,129
16036,41468,285
16037,65371,4578
16038,43272,3483
16040,46218,1008
16041,37545,1615
16045,49658,1082
16046,89033,10033
16048,46188,107
16049,43487,3387
16050,47363,1609
16051,47853,3235
16052,49699,2365
16053,57036,3763
16054,41468,517
16055,64868,8012
16056,49184,4957
16057,35363,10868
16059,67209,7063
16061,13604,708
16063,55280,6814
16066,89921,23697
16101,38244,36300
16102,42864,6184
16105,49205,15169
16110,40720,307
16111,41286,1263
16112,50906,1607
16113,54479,496
16114,45130,588
16115,46010,3505
16116,36749,3570
16117,42950,18166
16120,55091,2371
16121,28619,6017
16123,50144,2295
16124,42962,2138
16125,41770,19041
16127,48745,14966
16130,45221,2066
16131,40444,931
16132,34847,375
16133,53039,1519
16134,40970,3962
16136,44177,887
16137,46999,13206
16140,46167,135
16141,41637,1965
16142,49092,6620
16143,46134,3111
16145,44906,2815
16146,31544,16336
16148,50366,16794
16150,47985,7623
16151,45221,106
16153,46602,2613
16154,43161,3012
16155,46167,128
16156,50857,3160
16157,40670,3585
16159,47990,4896
16160,42456,907
16161,24941,769
16201,43031,19066
16210,40467,1038
16211,37738,104
16212,54360,385
16213,41468,216
16214,30947,10188
16217,41389,95
16218,41258,1228
16222,43042,2591
16223,44699,158
16224,45955,1249
16226,36712,8810
16228,38634,422
16229,54157,4910
16230,46106,581
16232,42318,4305
16233,47613,1255
16235,44009,1281
16236,38634,265
16238,38634,401
16239,36608,1778
16240,44677,1675
16242,44658,5110
16244,40945,220
16245,44699,183
16246,37738,306
16248,35983,3606
16249,41017,2141
16250,40945,272
16253,44699,84
16254,44073,3574
16255,42427,2046
16256,38168,1879
16258,39424,1912
16259,41963,2110
16260,47667,298
16262,46490,3188
16263,40945,302
16301,35018,17529
16311,45353,512
16312,43636,25
16313,43869,2122
16314,45941,5631
16316,39410,5619
16317,49336,1502
16319,45124,1212
16321,32550,64
16322,32550,186
16323,39017,17430
16326,43210,396
16327,49199,3069
16328,39563,106
16329,43448,430
16331,44211,64
16332,43589,47
16333,34364,296
16334,44024,348
16335,39229,28742
16340,43618,2241
16341,3922,219
16342,48718,2621
16343,35042,524
16344,41321,472
16345,51191,3661
16346,48783,3237
16347,41008,2437
16350,44822,2821
16351,37470,1823
16352,43210,286
16353,37805,3253
16354,29783,10237
16360,43891,1412
16361,47667,73
16362,49162,1132
16364,41932,1367
16365,41105,19548
16370,32550,275
